hour,high,low
2024-03-01 03:00:00,61222.22,60777.0
2024-03-01 04:00:00,61524.09,61061.11
2024-03-01 05:00:00,61546.35,61295.86
2024-03-01 06:00:00,61761.0,61201.1
2024-03-01 07:00:00,61772.82,61383.98
2024-03-01 08:00:00,62243.53,61316.67
2024-03-01 09:00:00,62188.0,61854.33
2024-03-01 10:00:00,62188.0,61859.29
2024-03-01 11:00:00,62110.0,61811.01
2024-03-01 12:00:00,62574.99,61855.1
2024-03-01 13:00:00,62677.06,62193.55
2024-03-01 14:00:00,62486.0,61525.66
2024-03-01 15:00:00,62181.81,61131.01
2024-03-01 16:00:00,61626.16,61234.0
2024-03-01 17:00:00,62097.38,61427.37
2024-03-01 18:00:00,62494.31,61822.82
2024-03-01 19:00:00,62361.15,61964.11
2024-03-01 20:00:00,63114.23,62215.5
2024-03-01 21:00:00,62884.36,62258.83
2024-03-01 22:00:00,62674.92,62318.32
2024-03-01 23:00:00,62725.92,62355.3
2024-03-02 00:00:00,62433.19,62101.78
2024-03-02 01:00:00,62306.7,61950.0
2024-03-02 02:00:00,62216.71,61949.03
2024-03-02 03:00:00,62426.7,62025.0
2024-03-02 04:00:00,62307.45,62035.95
2024-03-02 05:00:00,62079.99,61752.3
2024-03-02 06:00:00,62256.0,61930.0
2024-03-02 07:00:00,62041.7,61790.98
2024-03-02 08:00:00,62123.0,61779.61
2024-03-02 09:00:00,61988.0,61641.1
2024-03-02 10:00:00,62020.0,61806.46
2024-03-02 11:00:00,62040.0,61826.32
2024-03-02 12:00:00,62167.79,61820.0
2024-03-02 13:00:00,62078.66,61803.69
2024-03-02 14:00:00,61911.41,61561.12
2024-03-02 15:00:00,61981.71,61709.89
2024-03-02 16:00:00,61873.69,61625.0
2024-03-02 17:00:00,61944.97,61740.21
2024-03-02 18:00:00,62024.3,61741.1
2024-03-02 19:00:00,62114.77,61954.0
2024-03-02 20:00:00,62200.0,61762.05
2024-03-02 21:00:00,62020.35,61821.67
2024-03-02 22:00:00,61944.22,61685.01
2024-03-02 23:00:00,62071.76,61685.01
2024-03-03 00:00:00,61996.17,61731.71
2024-03-03 01:00:00,61900.04,61733.25
2024-03-03 02:00:00,61808.74,61642.39
2024-03-03 03:00:00,62000.0,61785.86
2024-03-03 04:00:00,62100.0,61905.01
2024-03-03 05:00:00,62044.26,61900.0
2024-03-03 06:00:00,62043.0,61763.32
2024-03-03 07:00:00,61893.74,61320.0
2024-03-03 08:00:00,61710.52,61393.83
2024-03-03 09:00:00,61890.96,61556.0
2024-03-03 10:00:00,61807.3,61606.68
2024-03-03 11:00:00,61831.1,61616.31
2024-03-03 12:00:00,62640.18,61821.09
2024-03-03 13:00:00,62414.24,61954.2
2024-03-03 14:00:00,62440.89,62102.68
2024-03-03 15:00:00,62259.63,62102.68
2024-03-03 16:00:00,62861.91,62088.0
2024-03-03 17:00:00,62989.0,62458.01
2024-03-03 18:00:00,62863.68,62570.0
2024-03-03 19:00:00,62857.0,62653.89
2024-03-03 20:00:00,62859.99,62580.0
2024-03-03 21:00:00,62828.18,62623.76
2024-03-03 22:00:00,63231.88,62700.0
2024-03-03 23:00:00,63151.65,62700.0
2024-03-04 00:00:00,64268.24,62300.0
2024-03-04 01:00:00,63833.02,63251.1
2024-03-04 02:00:00,63881.66,63100.0
2024-03-04 03:00:00,63754.45,63355.0
2024-03-04 04:00:00,63775.0,63366.31
2024-03-04 05:00:00,63706.0,63210.0
2024-03-04 06:00:00,63698.0,63326.98
2024-03-04 07:00:00,64300.0,63480.64
2024-03-04 08:00:00,65500.0,64000.11
2024-03-04 09:00:00,65555.0,64625.59
2024-03-04 10:00:00,65311.1,64723.5
2024-03-04 11:00:00,65230.0,64812.9
2024-03-04 12:00:00,65250.36,64868.66
2024-03-04 13:00:00,65646.11,65039.66
2024-03-04 14:00:00,66382.19,64533.67
2024-03-04 15:00:00,66580.29,65843.17
2024-03-04 16:00:00,66800.0,66039.31
2024-03-04 17:00:00,67524.99,66160.23
2024-03-04 18:00:00,67080.0,66100.0
2024-03-04 19:00:00,67450.0,66320.6
2024-03-04 20:00:00,67770.0,67062.5
2024-03-04 21:00:00,67644.59,66755.79
2024-03-04 22:00:00,67929.12,67245.28
2024-03-04 23:00:00,68499.0,67448.92
2024-03-05 00:00:00,68443.72,67767.76
2024-03-05 01:00:00,68686.8,67981.1
2024-03-05 02:00:00,68543.08,67741.55
2024-03-05 03:00:00,68223.3,67535.31
2024-03-05 04:00:00,68384.54,66785.31
2024-03-05 05:00:00,67326.18,65089.0
2024-03-05 06:00:00,67465.2,66624.36
2024-03-05 07:00:00,67344.89,66100.0
2024-03-05 08:00:00,66884.72,65515.15
2024-03-05 09:00:00,66880.65,66052.0
2024-03-05 10:00:00,67150.0,66407.88
2024-03-05 11:00:00,66895.61,66490.0
2024-03-05 12:00:00,67326.52,66581.81
2024-03-05 13:00:00,68025.94,67312.38
2024-03-05 14:00:00,68789.0,67244.0
2024-03-05 15:00:00,69000.0,66370.0
2024-03-05 16:00:00,66996.36,64539.21
2024-03-05 17:00:00,65628.16,63370.56
2024-03-05 18:00:00,65575.21,63677.96
2024-03-05 19:00:00,64244.49,59005.0
2024-03-05 20:00:00,63158.52,61167.91
2024-03-05 21:00:00,63979.99,61870.0
2024-03-05 22:00:00,63574.26,62471.62
2024-03-05 23:00:00,64367.27,63240.96
2024-03-06 00:00:00,64146.45,63390.0
2024-03-06 01:00:00,63780.06,63088.25
2024-03-06 02:00:00,63500.0,62779.14
2024-03-06 03:00:00,63373.14,62785.97
2024-03-06 04:00:00,64611.97,63263.21
2024-03-06 05:00:00,66414.79,64259.33
2024-03-06 06:00:00,66524.0,65711.22
2024-03-06 07:00:00,66761.1,65500.0
2024-03-06 08:00:00,67641.1,66568.03
2024-03-06 09:00:00,67361.1,66041.63
2024-03-06 10:00:00,66764.7,66109.89
2024-03-06 11:00:00,67323.0,66397.01
2024-03-06 12:00:00,67592.31,64664.92
2024-03-06 13:00:00,66639.06,65316.19
2024-03-06 14:00:00,67219.77,65870.0
2024-03-06 15:00:00,66680.91,65280.99
2024-03-06 16:00:00,67120.04,66221.1
2024-03-06 17:00:00,67347.0,66647.19
2024-03-06 18:00:00,67465.0,66610.0
2024-03-06 19:00:00,67230.0,66624.39
2024-03-06 20:00:00,67363.58,66661.1
2024-03-06 21:00:00,66888.24,66280.0
2024-03-06 22:00:00,66482.54,65896.25
2024-03-06 23:00:00,66256.34,65714.17
2024-03-07 00:00:00,66250.06,65700.79
2024-03-07 01:00:00,66430.0,65551.0
2024-03-07 02:00:00,66467.88,65870.0
2024-03-07 03:00:00,66374.7,65836.86
2024-03-07 04:00:00,66164.75,65657.59
2024-03-07 05:00:00,66123.06,65662.72
2024-03-07 06:00:00,66192.4,65675.1
2024-03-07 07:00:00,66469.05,65781.1
2024-03-07 08:00:00,67014.0,66341.11
2024-03-07 09:00:00,66893.69,66523.14
2024-03-07 10:00:00,66944.15,66634.74
2024-03-07 11:00:00,67275.2,66456.27
2024-03-07 12:00:00,67113.9,66575.52
2024-03-07 13:00:00,67010.0,66592.52
2024-03-07 14:00:00,67899.0,66541.1
2024-03-07 15:00:00,67579.31,66750.0
2024-03-07 16:00:00,67466.07,67012.0
2024-03-07 17:00:00,67980.0,67224.46
2024-03-07 18:00:00,67770.0,67416.01
2024-03-07 19:00:00,67848.48,67215.7
2024-03-07 20:00:00,67914.74,67461.1
2024-03-07 21:00:00,67574.62,67061.1
2024-03-07 22:00:00,67481.1,66970.02
2024-03-07 23:00:00,67167.67,66810.32
2024-03-08 00:00:00,67107.49,66757.0
2024-03-08 01:00:00,67256.18,66810.89
2024-03-08 02:00:00,67120.13,66833.47
2024-03-08 03:00:00,67254.22,66988.96
2024-03-08 04:00:00,67238.2,66995.0
2024-03-08 05:00:00,67103.67,66782.22
2024-03-08 06:00:00,67590.0,66841.1
2024-03-08 07:00:00,67640.45,67153.74
2024-03-08 08:00:00,67390.0,67038.71
2024-03-08 09:00:00,67395.0,67040.76
2024-03-08 10:00:00,67396.0,67100.0
2024-03-08 11:00:00,67753.4,67258.38
2024-03-08 12:00:00,67775.04,67366.24
2024-03-08 13:00:00,67878.0,67300.0
2024-03-08 14:00:00,68600.0,67550.85
2024-03-08 15:00:00,69990.0,67150.0
2024-03-08 16:00:00,67932.99,66082.66
2024-03-08 17:00:00,68797.74,67658.25
2024-03-08 18:00:00,68799.0,68065.82
2024-03-08 19:00:00,68864.0,68116.84
2024-03-08 20:00:00,69379.0,68816.0
2024-03-08 21:00:00,69181.1,67807.58
2024-03-08 22:00:00,68428.57,67997.21
2024-03-08 23:00:00,68387.4,68040.0
2024-03-09 00:00:00,68279.0,68003.86
2024-03-09 01:00:00,68158.35,67861.1
2024-03-09 02:00:00,68210.0,67876.9
2024-03-09 03:00:00,68275.74,68080.08
2024-03-09 04:00:00,68370.0,68133.27
2024-03-09 05:00:00,68301.11,68150.0
2024-03-09 06:00:00,68520.0,68150.26
2024-03-09 07:00:00,68541.1,68280.0
2024-03-09 08:00:00,68453.12,68288.63
2024-03-09 09:00:00,68365.64,68155.81
2024-03-09 10:00:00,68307.1,67933.93
2024-03-09 11:00:00,68347.07,68138.0
2024-03-09 12:00:00,68488.0,68200.0
2024-03-09 13:00:00,68521.1,68319.99
2024-03-09 14:00:00,68395.36,68100.01
2024-03-09 15:00:00,68350.0,68138.68
2024-03-09 16:00:00,68315.94,68000.0
2024-03-09 17:00:00,68232.04,68000.0
2024-03-09 18:00:00,68323.29,68121.69
2024-03-09 19:00:00,68325.0,68146.78
2024-03-09 20:00:00,68350.0,68193.51
2024-03-09 21:00:00,68425.7,68209.59
2024-03-09 22:00:00,68411.32,68316.41
2024-03-09 23:00:00,68433.17,68272.0
2024-03-10 00:00:00,68449.18,68200.0
2024-03-10 01:00:00,69216.0,68314.3
2024-03-10 02:00:00,69190.0,68769.57
2024-03-10 03:00:00,69140.0,68710.0
2024-03-10 04:00:00,69659.47,69024.62
2024-03-10 05:00:00,69510.05,69192.98
2024-03-10 06:00:00,69379.25,69071.69
2024-03-10 07:00:00,69439.38,69242.01
2024-03-10 08:00:00,69686.94,69331.48
2024-03-10 09:00:00,69844.0,69162.0
2024-03-10 10:00:00,69887.61,69550.0
2024-03-10 11:00:00,69835.75,69359.41
2024-03-10 12:00:00,69833.33,69421.87
2024-03-10 13:00:00,69820.0,69118.0
2024-03-10 14:00:00,69468.0,68641.1
2024-03-10 15:00:00,69415.59,68965.66
2024-03-10 16:00:00,69768.58,69157.55
2024-03-10 17:00:00,69600.0,69350.0
2024-03-10 18:00:00,69471.56,69186.02
2024-03-10 19:00:00,69447.59,69111.89
2024-03-10 20:00:00,69470.01,69241.1
2024-03-10 21:00:00,69386.45,69086.77
2024-03-10 22:00:00,69100.0,68094.75
2024-03-10 23:00:00,68998.71,68357.49
