hour,high,low
2024-09-01 03:00:00,58672.01,58399.01
2024-09-01 04:00:00,58599.98,58355.0
2024-09-01 05:00:00,58468.0,57777.0
2024-09-01 06:00:00,58298.0,57952.0
2024-09-01 07:00:00,58500.0,58131.12
2024-09-01 08:00:00,58504.81,58200.51
2024-09-01 09:00:00,58400.0,58126.98
2024-09-01 10:00:00,58222.0,57896.01
2024-09-01 11:00:00,58250.21,57840.0
2024-09-01 12:00:00,58320.15,57912.3
2024-09-01 13:00:00,58215.0,57710.0
2024-09-01 14:00:00,58179.0,57201.0
2024-09-01 15:00:00,58360.38,57714.35
2024-09-01 16:00:00,58350.0,58090.01
2024-09-01 17:00:00,58201.0,57864.3
2024-09-01 18:00:00,58788.93,58122.0
2024-09-01 19:00:00,58775.0,58292.0
2024-09-01 20:00:00,58656.77,58381.1
2024-09-01 21:00:00,58431.1,58093.57
2024-09-01 22:00:00,58414.0,57232.0
2024-09-01 23:00:00,57598.0,57205.0
2024-09-02 00:00:00,57650.0,57128.0
2024-09-02 01:00:00,57578.99,57242.0
2024-09-02 02:00:00,57721.0,57294.0
2024-09-02 03:00:00,57767.14,57502.05
2024-09-02 04:00:00,57766.0,57445.91
2024-09-02 05:00:00,57987.99,57449.75
2024-09-02 06:00:00,57883.0,57662.01
2024-09-02 07:00:00,57792.0,57362.06
2024-09-02 08:00:00,58300.0,57520.12
2024-09-02 09:00:00,58462.0,57901.2
2024-09-02 10:00:00,58587.0,58293.0
2024-09-02 11:00:00,58680.76,58349.02
2024-09-02 12:00:00,58509.0,58256.1
2024-09-02 13:00:00,58489.0,58149.54
2024-09-02 14:00:00,58808.0,58104.0
2024-09-02 15:00:00,58741.1,58480.9
2024-09-02 16:00:00,58653.0,58293.12
2024-09-02 17:00:00,58558.49,58301.0
2024-09-02 18:00:00,58666.64,58318.33
2024-09-02 19:00:00,58559.0,58390.39
2024-09-02 20:00:00,59243.0,58384.61
2024-09-02 21:00:00,59274.32,58875.03
2024-09-02 22:00:00,59350.0,59008.81
2024-09-02 23:00:00,59425.69,59073.0
2024-09-03 00:00:00,59258.0,59021.62
2024-09-03 01:00:00,59406.57,59195.41
2024-09-03 02:00:00,59809.65,59300.0
2024-09-03 03:00:00,59327.71,59041.86
2024-09-03 04:00:00,59236.0,59003.99
2024-09-03 05:00:00,59259.0,58988.0
2024-09-03 06:00:00,59186.0,58872.0
2024-09-03 07:00:00,59140.35,58880.57
2024-09-03 08:00:00,59136.58,58717.0
2024-09-03 09:00:00,58961.5,58783.0
2024-09-03 10:00:00,59195.63,58836.87
2024-09-03 11:00:00,59106.01,58951.0
2024-09-03 12:00:00,59350.0,59057.34
2024-09-03 13:00:00,59320.14,58198.28
2024-09-03 14:00:00,58398.99,57568.0
2024-09-03 15:00:00,58018.0,57630.0
2024-09-03 16:00:00,57924.0,57655.81
2024-09-03 17:00:00,58100.0,57680.0
2024-09-03 18:00:00,58055.0,57589.01
2024-09-03 19:00:00,58251.09,57852.0
2024-09-03 20:00:00,58247.0,58045.99
2024-09-03 21:00:00,58238.0,57957.5
2024-09-03 22:00:00,58183.68,57863.99
2024-09-03 23:00:00,57899.0,57415.0
2024-09-04 00:00:00,57943.53,57100.0
2024-09-04 01:00:00,57161.06,55606.0
2024-09-04 02:00:00,56823.0,56520.35
2024-09-04 03:00:00,56850.0,56618.0
2024-09-04 04:00:00,56728.0,56559.15
2024-09-04 05:00:00,56694.0,56201.0
2024-09-04 06:00:00,56530.01,56209.99
2024-09-04 07:00:00,56881.0,56253.0
2024-09-04 08:00:00,56909.94,56668.28
2024-09-04 09:00:00,56855.0,56570.0
2024-09-04 10:00:00,56710.47,56453.0
2024-09-04 11:00:00,56682.32,56454.73
2024-09-04 12:00:00,56763.99,56479.95
2024-09-04 13:00:00,56700.0,56319.41
2024-09-04 14:00:00,57581.4,56187.61
2024-09-04 15:00:00,58181.43,57365.0
2024-09-04 16:00:00,58519.0,58121.1
2024-09-04 17:00:00,58472.0,57821.79
2024-09-04 18:00:00,57997.99,57646.0
2024-09-04 19:00:00,58165.0,57662.0
2024-09-04 20:00:00,58181.0,57792.46
2024-09-04 21:00:00,58120.0,57948.0
2024-09-04 22:00:00,58390.0,58041.1
2024-09-04 23:00:00,58232.0,57889.81
2024-09-05 00:00:00,58327.07,57964.0
2024-09-05 01:00:00,58249.0,57955.55
2024-09-05 02:00:00,58063.99,57653.13
2024-09-05 03:00:00,57693.0,56891.07
2024-09-05 04:00:00,57291.1,57076.01
2024-09-05 05:00:00,57268.75,57029.0
2024-09-05 06:00:00,57222.78,56541.68
2024-09-05 07:00:00,57245.03,56831.71
2024-09-05 08:00:00,57232.0,56952.65
2024-09-05 09:00:00,57012.0,56623.0
2024-09-05 10:00:00,56848.97,56654.31
2024-09-05 11:00:00,56863.8,56663.0
2024-09-05 12:00:00,56850.0,56318.0
2024-09-05 13:00:00,57158.81,56571.47
2024-09-05 14:00:00,57350.0,56479.36
2024-09-05 15:00:00,56674.83,55817.51
2024-09-05 16:00:00,56416.65,55960.0
2024-09-05 17:00:00,56614.0,56200.42
2024-09-05 18:00:00,56710.0,56506.3
2024-09-05 19:00:00,56568.0,55800.0
2024-09-05 20:00:00,56259.97,56010.0
2024-09-05 21:00:00,56253.44,55643.65
2024-09-05 22:00:00,56227.5,55783.0
2024-09-05 23:00:00,56208.0,55993.45
2024-09-06 00:00:00,56333.82,55989.0
2024-09-06 01:00:00,56615.49,55993.0
2024-09-06 02:00:00,56858.88,56499.87
2024-09-06 03:00:00,56840.88,56532.0
2024-09-06 04:00:00,56747.91,56585.29
2024-09-06 05:00:00,56665.26,56295.49
2024-09-06 06:00:00,56518.0,56278.57
2024-09-06 07:00:00,56439.0,55280.0
2024-09-06 08:00:00,55938.42,55639.0
2024-09-06 09:00:00,55925.46,55676.72
2024-09-06 10:00:00,56262.11,55889.85
2024-09-06 11:00:00,56252.0,55826.26
2024-09-06 12:00:00,56944.59,55653.42
2024-09-06 13:00:00,57008.0,55849.8
