hour,high,low
2024-08-01 03:00:00,64139.82,63750.0
2024-08-01 04:00:00,64058.0,63613.33
2024-08-01 05:00:00,64357.38,63584.0
2024-08-01 06:00:00,64454.0,64124.0
2024-08-01 07:00:00,64488.0,64216.71
2024-08-01 08:00:00,64560.01,64310.0
2024-08-01 09:00:00,64701.41,64441.2
2024-08-01 10:00:00,64610.01,64299.87
2024-08-01 11:00:00,64690.0,64467.4
2024-08-01 12:00:00,64926.52,64634.89
2024-08-01 13:00:00,64949.58,64466.21
2024-08-01 14:00:00,64776.75,63928.1
2024-08-01 15:00:00,63962.0,62666.07
2024-08-01 16:00:00,63203.99,62652.55
2024-08-01 17:00:00,63254.82,62302.0
2024-08-01 18:00:00,63435.75,62811.26
2024-08-01 19:00:00,63509.83,62944.01
2024-08-01 20:00:00,64776.0,63336.61
2024-08-01 21:00:00,65356.0,64628.01
2024-08-01 22:00:00,65659.78,64869.49
2024-08-01 23:00:00,65470.84,65000.0
2024-08-02 00:00:00,65596.14,64895.83
2024-08-02 01:00:00,64898.0,64548.01
2024-08-02 02:00:00,64821.99,63668.0
2024-08-02 03:00:00,64636.8,64246.0
2024-08-02 04:00:00,64655.17,64438.0
2024-08-02 05:00:00,64541.72,64078.0
2024-08-02 06:00:00,64640.0,63807.29
2024-08-02 07:00:00,64516.01,64124.87
2024-08-02 08:00:00,64610.0,64044.0
2024-08-02 09:00:00,64618.75,64420.8
2024-08-02 10:00:00,64873.61,64350.0
2024-08-02 11:00:00,64974.0,64649.96
2024-08-02 12:00:00,64940.01,64118.6
2024-08-02 13:00:00,65524.01,64558.15
2024-08-02 14:00:00,65366.01,63102.0
2024-08-02 15:00:00,63636.46,62432.9
2024-08-02 16:00:00,63611.24,62964.41
2024-08-02 17:00:00,63456.01,63066.0
2024-08-02 18:00:00,63220.0,62784.0
2024-08-02 19:00:00,62981.56,62515.0
2024-08-02 20:00:00,63187.26,62088.0
2024-08-02 21:00:00,62736.01,61286.54
2024-08-02 22:00:00,62250.0,61230.01
2024-08-02 23:00:00,61782.0,61311.0
2024-08-03 00:00:00,61725.78,60903.0
2024-08-03 01:00:00,61390.12,60505.0
2024-08-03 02:00:00,61614.0,61217.99
2024-08-03 03:00:00,61975.0,61310.9
2024-08-03 04:00:00,61981.43,61398.01
2024-08-03 05:00:00,61720.34,61512.0
2024-08-03 06:00:00,61847.11,61674.69
2024-08-03 07:00:00,61906.37,61618.7
2024-08-03 08:00:00,61740.6,61480.0
2024-08-03 09:00:00,61749.07,61457.89
2024-08-03 10:00:00,61885.9,61668.06
2024-08-03 11:00:00,62002.39,61785.51
2024-08-03 12:00:00,62198.22,61847.04
2024-08-03 13:00:00,62040.01,61844.49
2024-08-03 14:00:00,62173.01,61900.0
2024-08-03 15:00:00,62088.38,60833.33
2024-08-03 16:00:00,61288.0,60387.0
2024-08-03 17:00:00,61015.5,60450.0
2024-08-03 18:00:00,60840.0,60174.54
2024-08-03 19:00:00,60628.24,59920.0
2024-08-03 20:00:00,60716.64,60158.0
2024-08-03 21:00:00,60849.93,59850.0
2024-08-03 22:00:00,60765.0,60370.67
2024-08-03 23:00:00,60830.0,60380.0
2024-08-04 00:00:00,60814.16,60597.32
2024-08-04 01:00:00,60774.02,60320.0
2024-08-04 02:00:00,61117.63,60714.29
2024-08-04 03:00:00,60902.36,60692.0
2024-08-04 04:00:00,60792.47,60546.67
2024-08-04 05:00:00,60938.54,60542.5
2024-08-04 06:00:00,60871.5,60714.6
2024-08-04 07:00:00,60830.0,60260.0
2024-08-04 08:00:00,60666.0,60081.57
2024-08-04 09:00:00,60740.0,60504.0
2024-08-04 10:00:00,60828.7,60529.08
2024-08-04 11:00:00,61000.0,60779.0
2024-08-04 12:00:00,61097.55,60800.0
2024-08-04 13:00:00,61089.36,60822.0
2024-08-04 14:00:00,60876.0,59317.0
2024-08-04 15:00:00,59600.0,58960.0
2024-08-04 16:00:00,59314.57,58621.0
2024-08-04 17:00:00,58750.0,57122.77
2024-08-04 18:00:00,58930.58,57748.85
2024-08-04 19:00:00,59497.21,58530.8
2024-08-04 20:00:00,59583.0,58850.39
2024-08-04 21:00:00,59163.52,58357.15
2024-08-04 22:00:00,59133.33,58392.21
2024-08-04 23:00:00,58762.01,58001.81
2024-08-05 00:00:00,58305.59,55701.0
2024-08-05 01:00:00,56294.0,52300.17
2024-08-05 02:00:00,54720.0,53600.0
2024-08-05 03:00:00,54713.99,53797.14
2024-08-05 04:00:00,54576.71,53394.01
2024-08-05 05:00:00,53856.05,52300.0
2024-08-05 06:00:00,52994.28,49000.0
2024-08-05 07:00:00,53088.22,51356.02
2024-08-05 08:00:00,53218.37,52288.0
2024-08-05 09:00:00,52935.63,51750.01
2024-08-05 10:00:00,52667.8,50671.66
2024-08-05 11:00:00,51899.99,50633.47
2024-08-05 12:00:00,51542.0,49542.83
2024-08-05 13:00:00,52534.09,49599.9
2024-08-05 14:00:00,54516.01,51951.01
2024-08-05 15:00:00,54980.0,53500.0
2024-08-05 16:00:00,55600.0,54034.0
2024-08-05 17:00:00,55068.42,53767.48
2024-08-05 18:00:00,54717.14,53000.0
2024-08-05 19:00:00,53601.0,52555.0
2024-08-05 20:00:00,54404.0,53462.0
2024-08-05 21:00:00,55200.0,54272.0
2024-08-05 22:00:00,54971.0,54206.09
2024-08-05 23:00:00,55082.0,53876.47
2024-08-06 00:00:00,56064.21,53950.0
2024-08-06 01:00:00,56276.0,55436.0
2024-08-06 02:00:00,56064.0,55628.44
2024-08-06 03:00:00,55888.0,55471.5
2024-08-06 04:00:00,55760.0,55255.0
2024-08-06 05:00:00,55999.0,55257.82
2024-08-06 06:00:00,56050.0,55535.69
2024-08-06 07:00:00,56169.48,55458.0
2024-08-06 08:00:00,56122.0,54600.01
2024-08-06 09:00:00,55309.54,54602.21
2024-08-06 10:00:00,55440.47,54879.25
2024-08-06 11:00:00,55400.85,54868.36
2024-08-06 12:00:00,55468.0,54677.49
2024-08-06 13:00:00,55438.03,54371.94
2024-08-06 14:00:00,56605.55,55152.0
2024-08-06 15:00:00,56429.98,55735.0
2024-08-06 16:00:00,56899.0,56234.8
2024-08-06 17:00:00,56988.83,56487.17
2024-08-06 18:00:00,57040.99,56356.0
2024-08-06 19:00:00,56878.0,56312.66
2024-08-06 20:00:00,56850.48,56172.09
2024-08-06 21:00:00,56632.0,56090.69
2024-08-06 22:00:00,56935.56,55942.02
2024-08-06 23:00:00,56416.46,55800.0
2024-08-07 00:00:00,56375.0,55557.88
2024-08-07 01:00:00,57000.0,55782.0
2024-08-07 02:00:00,57287.99,56501.0
2024-08-07 03:00:00,56980.62,56590.0
2024-08-07 04:00:00,57250.0,56750.0
2024-08-07 05:00:00,57246.23,56704.0
2024-08-07 06:00:00,56996.0,56692.39
2024-08-07 07:00:00,57091.57,56544.7
2024-08-07 08:00:00,57448.9,56871.44
2024-08-07 09:00:00,57669.0,57170.9
2024-08-07 10:00:00,57736.05,57255.1
2024-08-07 11:00:00,57372.01,56870.39
2024-08-07 12:00:00,57341.38,56812.0
2024-08-07 13:00:00,57479.6,56710.5
2024-08-07 14:00:00,56988.0,55650.0
2024-08-07 15:00:00,56400.0,55768.5
2024-08-07 16:00:00,56290.42,55800.03
2024-08-07 17:00:00,56300.0,55435.0
2024-08-07 18:00:00,55623.48,54676.35
2024-08-07 19:00:00,55152.15,54682.36
2024-08-07 20:00:00,55297.46,54643.02
2024-08-07 21:00:00,55566.24,54868.95
2024-08-07 22:00:00,55464.32,54558.62
2024-08-07 23:00:00,55434.57,54926.97
2024-08-08 00:00:00,55370.07,54730.0
2024-08-08 01:00:00,57381.36,55270.35
2024-08-08 02:00:00,57636.36,56822.0
2024-08-08 03:00:00,57636.35,57046.0
2024-08-08 04:00:00,57234.11,56670.47
2024-08-08 05:00:00,57019.62,56714.52
2024-08-08 06:00:00,57352.13,56794.35
2024-08-08 07:00:00,57434.35,57122.0
2024-08-08 08:00:00,57382.51,57100.69
2024-08-08 09:00:00,57495.0,56978.52
2024-08-08 10:00:00,57558.0,57197.43
2024-08-08 11:00:00,57670.04,57252.11
2024-08-08 12:00:00,58486.02,57000.0
2024-08-08 13:00:00,58255.0,56700.0
2024-08-08 14:00:00,58998.98,57168.71
2024-08-08 15:00:00,59505.0,58640.0
2024-08-08 16:00:00,59863.0,59354.45
2024-08-08 17:00:00,59854.53,59272.21
2024-08-08 18:00:00,59696.44,59317.89
2024-08-08 19:00:00,59819.6,59237.59
2024-08-08 20:00:00,59683.5,59297.34
2024-08-08 21:00:00,61355.66,59500.0
2024-08-08 22:00:00,62530.0,60621.22
2024-08-08 23:00:00,62745.14,61583.22
2024-08-09 00:00:00,61744.37,61086.95
2024-08-09 01:00:00,61550.08,60720.0
2024-08-09 02:00:00,61461.03,61147.88
2024-08-09 03:00:00,61573.27,61171.86
2024-08-09 04:00:00,61390.7,60720.0
2024-08-09 05:00:00,60998.0,60588.63
2024-08-09 06:00:00,61113.5,60734.87
2024-08-09 07:00:00,61225.0,60750.52
2024-08-09 08:00:00,61110.96,60600.34
2024-08-09 09:00:00,61210.31,60718.21
2024-08-09 10:00:00,60847.99,60170.16
2024-08-09 11:00:00,60797.75,60362.29
2024-08-09 12:00:00,60800.0,60236.0
2024-08-09 13:00:00,60757.83,59800.0
2024-08-09 14:00:00,61115.11,59535.0
2024-08-09 15:00:00,60587.24,59800.0
2024-08-09 16:00:00,60450.0,59700.0
2024-08-09 17:00:00,60747.53,60153.01
2024-08-09 18:00:00,60368.42,59835.38
2024-08-09 19:00:00,60750.0,60116.0
2024-08-09 20:00:00,60986.03,60526.66
2024-08-09 21:00:00,60866.65,59909.16
2024-08-09 22:00:00,60985.0,60289.53
2024-08-09 23:00:00,60927.95,60348.74
2024-08-10 00:00:00,61470.58,60495.56
2024-08-10 01:00:00,60963.0,60459.0
2024-08-10 02:00:00,60723.18,60287.51
2024-08-10 03:00:00,60536.25,60266.03
2024-08-10 04:00:00,60440.01,60242.0
2024-08-10 05:00:00,60469.5,60330.32
2024-08-10 06:00:00,60510.54,60330.0
2024-08-10 07:00:00,60851.91,60458.01
2024-08-10 08:00:00,60900.43,60601.96
2024-08-10 09:00:00,61116.65,60733.58
2024-08-10 10:00:00,61010.52,60646.0
2024-08-10 11:00:00,61008.0,60757.62
2024-08-10 12:00:00,60949.99,60717.03
2024-08-10 13:00:00,60744.0,60425.0
2024-08-10 14:00:00,60676.55,60400.0
2024-08-10 15:00:00,60750.0,60504.11
2024-08-10 16:00:00,60709.99,60400.0
2024-08-10 17:00:00,60860.92,60549.31
2024-08-10 18:00:00,61196.63,60735.28
2024-08-10 19:00:00,61140.0,60840.57
2024-08-10 20:00:00,61108.74,60902.07
2024-08-10 21:00:00,61160.0,60966.0
2024-08-10 22:00:00,61076.0,60884.89
2024-08-10 23:00:00,60940.72,60757.39
2024-08-11 00:00:00,61243.99,60892.0
2024-08-11 01:00:00,61160.91,60949.27
2024-08-11 02:00:00,61133.72,60977.95
2024-08-11 03:00:00,61382.73,61023.99
2024-08-11 04:00:00,61145.82,60881.36
2024-08-11 05:00:00,61150.0,60882.04
2024-08-11 06:00:00,61163.9,61013.49
2024-08-11 07:00:00,61271.43,61092.85
2024-08-11 08:00:00,61426.97,61158.0
2024-08-11 09:00:00,61858.0,61001.01
2024-08-11 10:00:00,61263.14,60946.11
2024-08-11 11:00:00,61063.02,60425.0
2024-08-11 12:00:00,60700.0,60228.21
2024-08-11 13:00:00,60640.94,60167.22
2024-08-11 14:00:00,60761.09,60200.0
2024-08-11 15:00:00,60431.58,59941.0
2024-08-11 16:00:00,60288.01,59986.0
2024-08-11 17:00:00,60350.0,60015.38
2024-08-11 18:00:00,60345.88,60117.06
2024-08-11 19:00:00,60274.94,59542.57
2024-08-11 20:00:00,59674.38,58286.73
2024-08-11 21:00:00,59087.0,58317.0
2024-08-11 22:00:00,59349.04,58525.08
2024-08-11 23:00:00,59021.66,58700.01
2024-08-12 00:00:00,59088.33,58100.06
2024-08-12 01:00:00,58798.69,58278.46
2024-08-12 02:00:00,58760.45,58310.0
2024-08-12 03:00:00,58818.78,58443.76
2024-08-12 04:00:00,58680.0,58363.08
2024-08-12 05:00:00,58693.02,58400.0
2024-08-12 06:00:00,58638.0,58124.15
2024-08-12 07:00:00,58984.85,57642.21
2024-08-12 08:00:00,59025.66,58240.51
2024-08-12 09:00:00,58636.36,58163.01
2024-08-12 10:00:00,58994.98,58125.75
2024-08-12 11:00:00,59990.0,58881.01
2024-08-12 12:00:00,59942.69,59518.26
2024-08-12 13:00:00,59876.9,58000.0
2024-08-12 14:00:00,60711.09,57800.0
2024-08-12 15:00:00,60510.2,59230.0
2024-08-12 16:00:00,60420.34,59555.56
2024-08-12 17:00:00,59919.69,59255.83
2024-08-12 18:00:00,59490.0,58440.54
2024-08-12 19:00:00,59300.88,58527.91
2024-08-12 20:00:00,59389.48,58723.58
2024-08-12 21:00:00,59223.47,58555.26
2024-08-12 22:00:00,59258.73,58849.44
2024-08-12 23:00:00,59745.99,59024.01
2024-08-13 00:00:00,59890.62,59275.86
2024-08-13 01:00:00,59923.28,59466.34
2024-08-13 02:00:00,59782.71,59269.85
2024-08-13 03:00:00,59520.0,58846.95
2024-08-13 04:00:00,59250.0,58830.23
2024-08-13 05:00:00,59359.99,59104.61
2024-08-13 06:00:00,59476.0,58947.75
2024-08-13 07:00:00,59457.34,59059.82
2024-08-13 08:00:00,59331.99,58919.86
2024-08-13 09:00:00,59103.99,58700.75
2024-08-13 10:00:00,58969.44,58392.88
2024-08-13 11:00:00,58904.0,58563.99
2024-08-13 12:00:00,59190.0,58709.57
2024-08-13 13:00:00,59427.74,58819.3
2024-08-13 14:00:00,59776.7,58996.81
2024-08-13 15:00:00,59729.84,59352.36
2024-08-13 16:00:00,61171.86,59446.22
2024-08-13 17:00:00,61578.1,60904.84
2024-08-13 18:00:00,61214.95,60761.91
2024-08-13 19:00:00,60969.39,60243.77
2024-08-13 20:00:00,60975.0,60566.37
2024-08-13 21:00:00,61138.87,60505.98
2024-08-13 22:00:00,61065.46,60455.0
2024-08-13 23:00:00,60611.94,60389.75
2024-08-14 00:00:00,60855.27,60425.01
2024-08-14 01:00:00,60826.24,60520.4
2024-08-14 02:00:00,60842.0,60487.89
2024-08-14 03:00:00,61302.88,60805.49
2024-08-14 04:00:00,61162.2,60895.02
2024-08-14 05:00:00,61087.98,60796.0
2024-08-14 06:00:00,60913.68,60637.3
2024-08-14 07:00:00,60940.0,60700.0
2024-08-14 08:00:00,60931.46,60640.4
2024-08-14 09:00:00,60980.01,60818.99
2024-08-14 10:00:00,61325.32,60839.0
2024-08-14 11:00:00,61453.0,60891.56
2024-08-14 12:00:00,61800.0,60846.53
2024-08-14 13:00:00,61171.14,59473.36
2024-08-14 14:00:00,59621.94,58823.52
2024-08-14 15:00:00,59841.73,58903.01
2024-08-14 16:00:00,59451.53,58615.06
2024-08-14 17:00:00,59379.51,59039.47
2024-08-14 18:00:00,59462.61,58809.0
2024-08-14 19:00:00,59120.09,58710.02
2024-08-14 20:00:00,59183.99,58880.51
2024-08-14 21:00:00,59156.0,58869.74
2024-08-14 22:00:00,59011.49,58433.18
2024-08-14 23:00:00,59022.5,58673.81
2024-08-15 00:00:00,59040.89,58678.0
2024-08-15 01:00:00,59044.44,58135.2
2024-08-15 02:00:00,58562.61,58010.0
2024-08-15 03:00:00,58494.74,58350.0
2024-08-15 04:00:00,58471.0,58160.0
2024-08-15 05:00:00,58639.0,58188.29
2024-08-15 06:00:00,58390.0,57847.32
2024-08-15 07:00:00,58149.0,57713.88
2024-08-15 08:00:00,58390.21,57964.85
2024-08-15 09:00:00,58551.87,58305.14
2024-08-15 10:00:00,58543.25,58298.6
2024-08-15 11:00:00,58872.85,58354.53
2024-08-15 12:00:00,59387.11,58607.86
2024-08-15 13:00:00,59477.0,58532.42
2024-08-15 14:00:00,59743.13,59210.48
2024-08-15 15:00:00,59787.37,59261.61
2024-08-15 16:00:00,59849.38,59428.57
2024-08-15 17:00:00,59547.96,58782.9
2024-08-15 18:00:00,58878.15,57524.56
